total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-17974.4	-45.29	12.368	4.735	2	ON	4.735	13.724	19.388	FD31_Lys_Checker_11.2_on_V010_thread_M4_0002_-45spin	FD31_Lys_Checker_11.2_on_V010_thread_M4	-79.014
-17968.595	130.976	12.176	4.906	10	ON	4.906	12.652	19.806	FD31_Lys_Checker_11.2_on_V010_thread_Y2_0010_131spin	FD31_Lys_Checker_11.2_on_V010_thread_Y2	-73.209
-17966.902	131.882	12.124	4.805	30	ON	4.805	12.548	19.811	FD31_Lys_Checker_11.2_on_V010_thread_F1_0030_132spin	FD31_Lys_Checker_11.2_on_V010_thread_F1	-71.516
-17966.65	-47.689	11.91	4.324	15	ON	4.324	13.192	19.326	FD31_Lys_Checker_11.2_on_V010_thread_H3_0015_-48spin	FD31_Lys_Checker_11.2_on_V010_thread_H3	-71.264
-17965.772	-47.505	12.33	4.568	29	ON	4.568	13.649	19.588	FD31_Lys_Checker_11.2_on_V010_thread_P1_0029_-48spin	FD31_Lys_Checker_11.2_on_V010_thread_P1	-70.386
-17963.795	-49.571	12.273	4.856	11	ON	4.856	13.456	19.63	FD31_Lys_Checker_11.2_on_V010_thread_L4_0011_-50spin	FD31_Lys_Checker_11.2_on_V010_thread_L4	-68.409
-17963.097	132.516	12.215	4.707	23	ON	4.707	13.6	19.375	FD31_Lys_Checker_11.2_on_V010_thread_O3_0023_133spin	FD31_Lys_Checker_11.2_on_V010_thread_O3	-67.711
-17961.445	134.624	12.353	4.99	1	ON	4.99	13.107	19.956	FD31_Lys_Checker_11.2_on_V010_thread_Z2_0001_135spin	FD31_Lys_Checker_11.2_on_V010_thread_Z2	-66.059
-17960.878	-49.469	12.733	4.659	4	ON	4.659	13.979	20.433	FD31_Lys_Checker_11.2_on_V010_thread_N3_0004_-49spin	FD31_Lys_Checker_11.2_on_V010_thread_N3	-65.492
-17960.506	179.485	12.4	5.14	5	ON	5.14	13.435	19.795	FD31_Lys_Checker_11.2_on_V010_thread_R1_0005_179spin	FD31_Lys_Checker_11.2_on_V010_thread_R1	-65.12
-17950.061	-179.899	12.529	5.238	23	ON	5.238	13.273	20.117	FD31_Lys_Checker_11.2_on_V010_thread_R1_0023_-180spin	FD31_Lys_Checker_11.2_on_V010_thread_R1	-54.675
-17911.664	-166.242	12.783	4.927	14	ON	4.927	14.11	20.093	FD31_Lys_Checker_11.2_on_V010_thread_K1_0014_-166spin	FD31_Lys_Checker_11.2_on_V010_thread_K1	-16.278
-17910.601	-157.985	12.603	5.395	18	ON	5.395	13.229	20.077	FD31_Lys_Checker_11.2_on_V010_thread_J3_0018_-158spin	FD31_Lys_Checker_11.2_on_V010_thread_J3	-15.215
-17916.179	-140.692	12.633	5.262	5	ON	5.262	13.384	20.243	FD31_Lys_Checker_11.2_on_V010_thread_I3_0005_-141spin	FD31_Lys_Checker_11.2_on_V010_thread_I3	-20.793
-17956.936	-132.064	12.341	5.069	17	ON	5.069	13.117	19.879	FD31_Lys_Checker_11.2_on_V010_thread_C1_0017_-132spin	FD31_Lys_Checker_11.2_on_V010_thread_C1	-61.55
-17930.318	-126.792	12.641	5.239	27	ON	5.239	13.873	19.939	FD31_Lys_Checker_11.2_on_V010_thread_I3_0027_-127spin	FD31_Lys_Checker_11.2_on_V010_thread_I3	-34.932
-17926.578	-113.811	12.582	5.118	8	ON	5.118	13.672	20.091	FD31_Lys_Checker_11.2_on_V010_thread_X3_0008_-114spin	FD31_Lys_Checker_11.2_on_V010_thread_X3	-31.192
-17922.7	-108.918	12.69	5.322	15	ON	5.322	13.712	20.169	FD31_Lys_Checker_11.2_on_V010_thread_I2_0015_-109spin	FD31_Lys_Checker_11.2_on_V010_thread_I2	-27.314
