total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-31270.004	-32.802	21.806	6.821	24	ON	6.821	22.303	38.703	FD31_Asp_11.4_on_C104_thread_E4_0024_-33spin	FD31_Asp_11.4_on_C104_thread_E4	-2.762
-31269.598	-29.588	21.643	6.153	5	ON	6.153	21.789	38.934	FD31_Asp_11.4_on_C104_thread_B4_0005_-30spin	FD31_Asp_11.4_on_C104_thread_B4	-2.356
-31269.54	-28.458	21.068	6.275	20	ON	6.275	21.175	37.581	FD31_Asp_11.4_on_C104_thread_K1_0020_-28spin	FD31_Asp_11.4_on_C104_thread_K1	-2.298
-31269.322	-25.43	22.136	6.937	23	ON	6.937	22.643	39.225	FD31_Asp_11.4_on_C104_thread_Y3_0023_-25spin	FD31_Asp_11.4_on_C104_thread_Y3	-2.08
-31269.168	-153.739	21.014	6.035	26	ON	6.035	21.086	37.707	FD31_Asp_11.4_on_C104_thread_K3_0026_-154spin	FD31_Asp_11.4_on_C104_thread_K3	-1.926
-31269.118	-132.138	21.821	6.939	3	ON	6.939	22.241	38.506	FD31_Asp_11.4_on_C104_thread_U2_0003_-132spin	FD31_Asp_11.4_on_C104_thread_U2	-1.876
-31269.115	139.532	22.448	6.863	18	ON	6.863	22.829	39.826	FD31_Asp_11.4_on_C104_thread_B3_0018_140spin	FD31_Asp_11.4_on_C104_thread_B3	-1.873
-31269.113	-72.874	23.294	6.554	18	ON	6.554	22.978	41.383	FD31_Asp_11.4_on_C104_thread_X1_0018_-73spin	FD31_Asp_11.4_on_C104_thread_X1	-1.871
-31269.1	-25.112	20.873	6.341	28	ON	6.341	21.162	37.138	FD31_Asp_11.4_on_C104_thread_G1_0028_-25spin	FD31_Asp_11.4_on_C104_thread_G1	-1.858
-31269.043	151.63	19.883	5.929	26	ON	5.929	19.762	35.415	FD31_Asp_11.4_on_C104_thread_X2_0026_152spin	FD31_Asp_11.4_on_C104_thread_X2	-1.801
-31268.685	-179.062	20.557	6.612	4	ON	6.612	20.441	36.051	FD31_Asp_11.4_on_C104_thread_I4_0004_-179spin	FD31_Asp_11.4_on_C104_thread_I4	-1.443
-31267.954	-162.906	23.82	6.144	16	ON	6.144	23.612	42.586	FD31_Asp_11.4_on_C104_thread_O2_0016_-163spin	FD31_Asp_11.4_on_C104_thread_O2	-0.712
-31269.168	-153.739	21.014	6.035	26	ON	6.035	21.086	37.707	FD31_Asp_11.4_on_C104_thread_K3_0026_-154spin	FD31_Asp_11.4_on_C104_thread_K3	-1.926
-31267.87	-148.066	21.628	5.897	7	ON	5.897	21.894	38.28	FD31_Asp_11.4_on_C104_thread_W2_0007_-148spin	FD31_Asp_11.4_on_C104_thread_W2	-0.628
-31269.118	-132.138	21.821	6.939	3	ON	6.939	22.241	38.506	FD31_Asp_11.4_on_C104_thread_U2_0003_-132spin	FD31_Asp_11.4_on_C104_thread_U2	-1.876
-31268.954	-129.837	22.378	6.946	3	ON	6.946	22.842	39.703	FD31_Asp_11.4_on_C104_thread_L2_0003_-130spin	FD31_Asp_11.4_on_C104_thread_L2	-1.712
-31267.84	-117.891	33.502	6.683	29	ON	6.683	33.478	60.691	FD31_Asp_11.4_on_C104_thread_P4_0029_-118spin	FD31_Asp_11.4_on_C104_thread_P4	-0.598
-31268.409	-104.109	21.578	7.15	30	ON	7.15	21.887	37.728	FD31_Asp_11.4_on_C104_thread_N4_0030_-104spin	FD31_Asp_11.4_on_C104_thread_N4	-1.167
-31268.217	-98.143	21.693	6.325	28	ON	6.325	21.669	38.785	FD31_Asp_11.4_on_C104_thread_X1_0028_-98spin	FD31_Asp_11.4_on_C104_thread_X1	-0.975
-31268.829	-89.821	22.248	7.511	25	ON	7.511	22.699	38.817	FD31_Asp_11.4_on_C104_thread_Q2_0025_-90spin	FD31_Asp_11.4_on_C104_thread_Q2	-1.587
-31269.113	-72.874	23.294	6.554	18	ON	6.554	22.978	41.383	FD31_Asp_11.4_on_C104_thread_X1_0018_-73spin	FD31_Asp_11.4_on_C104_thread_X1	-1.871
-31268.244	-63.2	22.824	7.699	19	ON	7.699	23.343	39.863	FD31_Asp_11.4_on_C104_thread_J1_0019_-63spin	FD31_Asp_11.4_on_C104_thread_J1	-1.002
-31267.891	-51.494	21.461	6.971	22	ON	6.971	21.475	37.596	FD31_Asp_11.4_on_C104_thread_B3_0022_-51spin	FD31_Asp_11.4_on_C104_thread_B3	-0.649
-31267.852	-44.702	23.167	6.102	19	ON	6.102	23.176	41.678	FD31_Asp_11.4_on_C104_thread_T3_0019_-45spin	FD31_Asp_11.4_on_C104_thread_T3	-0.61
