total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-18522.849	-179.859	11.295	3.884	8	ON	3.884	12.556	18.155	FD31_Asp_12.2_on_V010_thread_S3_0008_-180spin	FD31_Asp_12.2_on_V010_thread_S3	-635.119
-18469.01	0.26	11.464	4.084	3	ON	4.084	11.853	19.113	FD31_Asp_12.2_on_V010_thread_X3_0003_0spin	FD31_Asp_12.2_on_V010_thread_X3	-581.28
-18468.684	0.09	11.403	4.339	21	ON	4.339	11.925	18.732	FD31_Asp_12.2_on_V010_thread_O2_0021_0spin	FD31_Asp_12.2_on_V010_thread_O2	-580.954
-18464.27	0.66	11.403	4.083	12	ON	4.083	11.861	18.987	FD31_Asp_12.2_on_V010_thread_N2_0012_1spin	FD31_Asp_12.2_on_V010_thread_N2	-576.54
-18461.178	0.481	11.626	4.59	20	ON	4.59	12.175	18.944	FD31_Asp_12.2_on_V010_thread_T2_0020_0spin	FD31_Asp_12.2_on_V010_thread_T2	-573.448
-18458.848	0.493	11.599	4.38	7	ON	4.38	12.021	19.1	FD31_Asp_12.2_on_V010_thread_G3_0007_0spin	FD31_Asp_12.2_on_V010_thread_G3	-571.118
-18458.365	179.841	11.59	4.385	12	ON	4.385	12.655	18.458	FD31_Asp_12.2_on_V010_thread_R3_0012_180spin	FD31_Asp_12.2_on_V010_thread_R3	-570.635
-18458.292	-0.17	11.403	3.993	15	ON	3.993	11.628	19.034	FD31_Asp_12.2_on_V010_thread_Q2_0015_0spin	FD31_Asp_12.2_on_V010_thread_Q2	-570.562
-18454.592	0.039	11.403	3.986	12	ON	3.986	11.637	19.04	FD31_Asp_12.2_on_V010_thread_L3_0012_0spin	FD31_Asp_12.2_on_V010_thread_L3	-566.862
-18447.089	44.946	11.286	4.108	19	ON	4.108	11.919	18.682	FD31_Asp_12.2_on_V010_thread_S4_0019_45spin	FD31_Asp_12.2_on_V010_thread_S4	-559.359
-18522.849	-179.859	11.295	3.884	8	ON	3.884	12.556	18.155	FD31_Asp_12.2_on_V010_thread_S3_0008_-180spin	FD31_Asp_12.2_on_V010_thread_S3	-635.119
-18370.4	-169.864	11.579	4.526	15	ON	4.526	12.483	18.569	FD31_Asp_12.2_on_V010_thread_F4_0015_-170spin	FD31_Asp_12.2_on_V010_thread_F4	-482.67
-18346.28	-158.23	11.806	4.563	25	ON	4.563	12.861	18.721	FD31_Asp_12.2_on_V010_thread_B1_0025_-158spin	FD31_Asp_12.2_on_V010_thread_B1	-458.55
-18359.064	-149.406	11.83	4.793	17	ON	4.793	12.602	19.003	FD31_Asp_12.2_on_V010_thread_L2_0017_-149spin	FD31_Asp_12.2_on_V010_thread_L2	-471.334
-18421.329	-134.224	11.403	4.333	13	ON	4.333	12.037	18.736	FD31_Asp_12.2_on_V010_thread_L2_0013_-134spin	FD31_Asp_12.2_on_V010_thread_L2	-533.599
-18353.056	-123.329	11.562	4.151	19	ON	4.151	11.879	19.25	FD31_Asp_12.2_on_V010_thread_X1_0019_-123spin	FD31_Asp_12.2_on_V010_thread_X1	-465.326
-18376.367	-119.071	11.656	4.486	5	ON	4.486	12.48	18.919	FD31_Asp_12.2_on_V010_thread_L1_0005_-119spin	FD31_Asp_12.2_on_V010_thread_L1	-488.637
-18352.634	-109.29	11.546	4.464	11	ON	4.464	12.072	18.908	FD31_Asp_12.2_on_V010_thread_J4_0011_-109spin	FD31_Asp_12.2_on_V010_thread_J4	-464.904
-18393.369	-92.407	11.403	4.145	23	ON	4.145	11.79	18.943	FD31_Asp_12.2_on_V010_thread_V3_0023_-92spin	FD31_Asp_12.2_on_V010_thread_V3	-505.639
-18349.195	-87.658	11.398	4.029	27	ON	4.029	12.604	18.291	FD31_Asp_12.2_on_V010_thread_A2_0027_-88spin	FD31_Asp_12.2_on_V010_thread_A2	-461.465
-18335.703	-78.552	11.758	4.808	12	ON	4.808	12.473	18.911	FD31_Asp_12.2_on_V010_thread_A2_0012_-79spin	FD31_Asp_12.2_on_V010_thread_A2	-447.973
-18362.044	-61.687	11.683	4.638	5	ON	4.638	12.424	18.899	FD31_Asp_12.2_on_V010_thread_G1_0005_-62spin	FD31_Asp_12.2_on_V010_thread_G1	-474.314
-18359.905	-57.159	11.78	4.468	12	ON	4.468	12.863	18.762	FD31_Asp_12.2_on_V010_thread_Q3_0012_-57spin	FD31_Asp_12.2_on_V010_thread_Q3	-472.175
-18410.879	-45.744	11.751	4.505	17	ON	4.505	12.802	18.69	FD31_Asp_12.2_on_V010_thread_Q4_0017_-46spin	FD31_Asp_12.2_on_V010_thread_Q4	-523.149
-18355.574	-38.099	11.713	4.744	8	ON	4.744	12.361	18.912	FD31_Asp_12.2_on_V010_thread_H2_0008_-38spin	FD31_Asp_12.2_on_V010_thread_H2	-467.844
-18346.43	-20.274	11.682	4.586	27	ON	4.586	12.271	19.045	FD31_Asp_12.2_on_V010_thread_A4_0027_-20spin	FD31_Asp_12.2_on_V010_thread_A4	-458.7
-18368.35	-18.02	11.437	4.312	1	ON	4.312	11.895	18.848	FD31_Asp_12.2_on_V010_thread_E4_0001_-18spin	FD31_Asp_12.2_on_V010_thread_E4	-480.62
