total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-31196.897	-161.17	26.822	6.708	29	ON	6.708	26.788	47.803	FD15_8.5_on_C104_thread_D3_0029_-161spin	FD15_8.5_on_C104_thread_D3	-2.389
-31196.21	-57.886	29.22	6.508	7	ON	6.508	28.422	52.045	FD15_8.5_on_C104_thread_I4_0007_-58spin	FD15_8.5_on_C104_thread_I4	-1.702
-31196.013	-92.477	25.307	6.821	26	ON	6.821	25.465	45.126	FD15_8.5_on_C104_thread_B3_0026_-92spin	FD15_8.5_on_C104_thread_B3	-1.505
-31196.001	101.535	27.19	6.411	16	ON	6.411	27.145	49.141	FD15_8.5_on_C104_thread_R4_0016_102spin	FD15_8.5_on_C104_thread_R4	-1.493
-31195.973	174.873	26.121	6.993	4	ON	6.993	26.302	46.55	FD15_8.5_on_C104_thread_K1_0004_175spin	FD15_8.5_on_C104_thread_K1	-1.465
-31195.859	54.038	26.368	6.988	12	ON	6.988	26.564	47.0	FD15_8.5_on_C104_thread_F1_0012_54spin	FD15_8.5_on_C104_thread_F1	-1.351
-31195.775	32.763	24.854	6.264	25	ON	6.264	25.017	44.737	FD15_8.5_on_C104_thread_G4_0025_33spin	FD15_8.5_on_C104_thread_G4	-1.267
-31195.697	97.318	25.605	6.647	13	ON	6.647	25.784	45.929	FD15_8.5_on_C104_thread_T2_0013_97spin	FD15_8.5_on_C104_thread_T2	-1.189
-31195.538	-125.231	28.557	6.195	18	ON	6.195	28.27	52.212	FD15_8.5_on_C104_thread_T3_0018_-125spin	FD15_8.5_on_C104_thread_T3	-1.03
-31195.464	54.626	26.717	6.224	10	ON	6.224	26.614	48.489	FD15_8.5_on_C104_thread_J1_0010_55spin	FD15_8.5_on_C104_thread_J1	-0.956
-31194.805	-171.209	34.805	6.693	4	ON	6.693	34.872	64.332	FD15_8.5_on_C104_thread_N4_0004_-171spin	FD15_8.5_on_C104_thread_N4	-0.297
-31196.897	-161.17	26.822	6.708	29	ON	6.708	26.788	47.803	FD15_8.5_on_C104_thread_D3_0029_-161spin	FD15_8.5_on_C104_thread_D3	-2.389
-31194.825	-155.12	24.908	7.455	15	ON	7.455	25.014	43.448	FD15_8.5_on_C104_thread_R2_0015_-155spin	FD15_8.5_on_C104_thread_R2	-0.317
-31194.679	-143.874	28.798	5.813	26	ON	5.813	28.728	51.15	FD15_8.5_on_C104_thread_K3_0026_-144spin	FD15_8.5_on_C104_thread_K3	-0.171
-31194.599	-138.349	30.233	7.29	17	ON	7.29	30.167	53.785	FD15_8.5_on_C104_thread_U1_0017_-138spin	FD15_8.5_on_C104_thread_U1	-0.091
-31195.538	-125.231	28.557	6.195	18	ON	6.195	28.27	52.212	FD15_8.5_on_C104_thread_T3_0018_-125spin	FD15_8.5_on_C104_thread_T3	-1.03
-31194.949	-113.031	24.944	7.679	4	ON	7.679	25.062	43.468	FD15_8.5_on_C104_thread_Y1_0004_-113spin	FD15_8.5_on_C104_thread_Y1	-0.441
-31195.045	-100.395	24.454	5.873	24	ON	5.873	24.533	44.165	FD15_8.5_on_C104_thread_H2_0024_-100spin	FD15_8.5_on_C104_thread_H2	-0.537
-31196.013	-92.477	25.307	6.821	26	ON	6.821	25.465	45.126	FD15_8.5_on_C104_thread_B3_0026_-92spin	FD15_8.5_on_C104_thread_B3	-1.505
-31194.833	-89.136	21.05	8.991	1	ON	8.991	21.387	33.123	FD15_8.5_on_C104_thread_X3_0001_-89spin	FD15_8.5_on_C104_thread_X3	-0.325
-31194.778	-77.89	21.476	8.662	4	ON	8.662	21.741	34.231	FD15_8.5_on_C104_thread_C3_0004_-78spin	FD15_8.5_on_C104_thread_C3	-0.27
-31195.272	-69.998	25.358	6.841	25	ON	6.841	25.504	45.197	FD15_8.5_on_C104_thread_D3_0025_-70spin	FD15_8.5_on_C104_thread_D3	-0.764
-31196.21	-57.886	29.22	6.508	7	ON	6.508	28.422	52.045	FD15_8.5_on_C104_thread_I4_0007_-58spin	FD15_8.5_on_C104_thread_I4	-1.702
