total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-18448.642	131.025	11.344	3.913	11	ON	3.913	11.679	18.793	FD31_Asp_10.9_on_V010_thread_N4_0011_131spin	FD31_Asp_10.9_on_V010_thread_N4	-599.176
-18425.101	131.249	11.717	4.569	14	ON	4.569	12.493	18.89	FD31_Asp_10.9_on_V010_thread_U1_0014_131spin	FD31_Asp_10.9_on_V010_thread_U1	-575.635
-18421.15	132.038	11.465	3.755	8	ON	3.755	11.731	19.026	FD31_Asp_10.9_on_V010_thread_H2_0008_132spin	FD31_Asp_10.9_on_V010_thread_H2	-571.684
-18416.943	133.77	11.389	3.973	17	ON	3.973	11.699	18.803	FD31_Asp_10.9_on_V010_thread_D2_0017_134spin	FD31_Asp_10.9_on_V010_thread_D2	-567.477
-18416.183	130.154	11.761	4.429	30	ON	4.429	12.637	19.07	FD31_Asp_10.9_on_V010_thread_W3_0030_130spin	FD31_Asp_10.9_on_V010_thread_W3	-566.717
-18414.477	130.905	11.717	4.559	1	ON	4.559	12.281	18.999	FD31_Asp_10.9_on_V010_thread_G3_0001_131spin	FD31_Asp_10.9_on_V010_thread_G3	-565.011
-18414.331	130.264	11.779	4.629	14	ON	4.629	12.535	19.01	FD31_Asp_10.9_on_V010_thread_N1_0014_130spin	FD31_Asp_10.9_on_V010_thread_N1	-564.865
-18408.669	130.385	11.597	4.3	14	ON	4.3	12.124	19.023	FD31_Asp_10.9_on_V010_thread_D3_0014_130spin	FD31_Asp_10.9_on_V010_thread_D3	-559.203
-18405.234	131.689	11.776	4.548	2	ON	4.548	12.508	19.109	FD31_Asp_10.9_on_V010_thread_U1_0002_132spin	FD31_Asp_10.9_on_V010_thread_U1	-555.768
-18405.115	131.077	11.784	4.408	7	ON	4.408	12.832	18.885	FD31_Asp_10.9_on_V010_thread_I1_0007_131spin	FD31_Asp_10.9_on_V010_thread_I1	-555.649
-18356.819	-179.657	12.094	4.39	7	ON	4.39	13.366	19.358	FD31_Asp_10.9_on_V010_thread_Q1_0007_-180spin	FD31_Asp_10.9_on_V010_thread_Q1	-507.353
-18332.842	-169.333	11.795	4.56	21	ON	4.56	12.704	18.926	FD31_Asp_10.9_on_V010_thread_O2_0021_-169spin	FD31_Asp_10.9_on_V010_thread_O2	-483.376
-18304.215	-158.575	11.712	4.529	12	ON	4.529	12.272	18.945	FD31_Asp_10.9_on_V010_thread_U1_0012_-159spin	FD31_Asp_10.9_on_V010_thread_U1	-454.749
-18301.421	-143.413	11.83	4.587	2	ON	4.587	12.635	19.118	FD31_Asp_10.9_on_V010_thread_B4_0002_-143spin	FD31_Asp_10.9_on_V010_thread_B4	-451.955
-18390.075	-130.087	11.887	4.323	20	ON	4.323	13.059	19.105	FD31_Asp_10.9_on_V010_thread_E3_0020_-130spin	FD31_Asp_10.9_on_V010_thread_E3	-540.609
-18345.647	-128.837	11.401	3.772	21	ON	3.772	11.561	18.903	FD31_Asp_10.9_on_V010_thread_H2_0021_-129spin	FD31_Asp_10.9_on_V010_thread_H2	-496.181
-18306.0	-117.509	11.797	4.371	5	ON	4.371	12.387	19.241	FD31_Asp_10.9_on_V010_thread_L4_0005_-118spin	FD31_Asp_10.9_on_V010_thread_L4	-456.534
-18325.877	-104.249	11.565	4.088	29	ON	4.088	11.843	18.913	FD31_Asp_10.9_on_V010_thread_T2_0029_-104spin	FD31_Asp_10.9_on_V010_thread_T2	-476.411
-18307.035	-92.87	11.582	4.188	30	ON	4.188	11.889	18.89	FD31_Asp_10.9_on_V010_thread_D3_0030_-93spin	FD31_Asp_10.9_on_V010_thread_D3	-457.569
-18344.966	-81.081	11.534	4.071	8	ON	4.071	12.055	18.98	FD31_Asp_10.9_on_V010_thread_J2_0008_-81spin	FD31_Asp_10.9_on_V010_thread_J2	-495.5
-18327.768	-70.711	11.705	4.437	20	ON	4.437	12.337	19.027	FD31_Asp_10.9_on_V010_thread_V1_0020_-71spin	FD31_Asp_10.9_on_V010_thread_V1	-478.302
-18307.774	-60.782	11.913	4.348	23	ON	4.348	12.779	19.546	FD31_Asp_10.9_on_V010_thread_M1_0023_-61spin	FD31_Asp_10.9_on_V010_thread_M1	-458.308
-18396.413	-51.566	11.625	4.294	28	ON	4.294	12.578	18.83	FD31_Asp_10.9_on_V010_thread_R3_0028_-52spin	FD31_Asp_10.9_on_V010_thread_R3	-546.947
-18396.497	-46.666	11.52	4.262	30	ON	4.262	12.015	18.776	FD31_Asp_10.9_on_V010_thread_V4_0030_-47spin	FD31_Asp_10.9_on_V010_thread_V4	-547.031
-18365.507	-32.19	11.54	4.33	11	ON	4.33	12.055	18.851	FD31_Asp_10.9_on_V010_thread_Q1_0011_-32spin	FD31_Asp_10.9_on_V010_thread_Q1	-516.041
-18362.096	-25.259	11.582	4.408	3	ON	4.408	12.102	18.851	FD31_Asp_10.9_on_V010_thread_H4_0003_-25spin	FD31_Asp_10.9_on_V010_thread_H4	-512.63
-18344.76	-19.723	11.702	4.373	5	ON	4.373	12.123	18.984	FD31_Asp_10.9_on_V010_thread_M1_0005_-20spin	FD31_Asp_10.9_on_V010_thread_M1	-495.294
-18395.574	-0.788	11.729	4.445	27	ON	4.445	12.614	18.964	FD31_Asp_10.9_on_V010_thread_D3_0027_-1spin	FD31_Asp_10.9_on_V010_thread_D3	-546.108
-18375.51	1.347	11.793	4.386	10	ON	4.386	12.248	19.159	FD31_Asp_10.9_on_V010_thread_P3_0010_1spin	FD31_Asp_10.9_on_V010_thread_P3	-526.044
-18309.325	18.385	11.621	4.535	1	ON	4.535	12.298	18.82	FD31_Asp_10.9_on_V010_thread_L4_0001_18spin	FD31_Asp_10.9_on_V010_thread_L4	-459.859
-18326.47	22.604	11.657	4.286	19	ON	4.286	12.1	18.985	FD31_Asp_10.9_on_V010_thread_B4_0019_23spin	FD31_Asp_10.9_on_V010_thread_B4	-477.004
-18317.145	36.306	11.83	4.303	10	ON	4.303	12.269	19.295	FD31_Asp_10.9_on_V010_thread_U2_0010_36spin	FD31_Asp_10.9_on_V010_thread_U2	-467.679
-18387.365	49.165	11.886	4.538	22	ON	4.538	12.924	18.977	FD31_Asp_10.9_on_V010_thread_U4_0022_49spin	FD31_Asp_10.9_on_V010_thread_U4	-537.899
-18385.816	50.351	11.827	4.716	28	ON	4.716	12.586	19.005	FD31_Asp_10.9_on_V010_thread_K2_0028_50spin	FD31_Asp_10.9_on_V010_thread_K2	-536.35
-18338.836	63.934	11.661	4.211	16	ON	4.211	11.954	19.115	FD31_Asp_10.9_on_V010_thread_S4_0016_64spin	FD31_Asp_10.9_on_V010_thread_S4	-489.37
-18313.941	75.292	11.724	4.509	6	ON	4.509	12.206	18.996	FD31_Asp_10.9_on_V010_thread_Y2_0006_75spin	FD31_Asp_10.9_on_V010_thread_Y2	-464.475
-18322.796	88.543	11.672	4.348	5	ON	4.348	12.084	18.952	FD31_Asp_10.9_on_V010_thread_N1_0005_89spin	FD31_Asp_10.9_on_V010_thread_N1	-473.33
-18314.577	98.856	11.79	4.515	12	ON	4.515	12.279	19.161	FD31_Asp_10.9_on_V010_thread_D2_0012_99spin	FD31_Asp_10.9_on_V010_thread_D2	-465.111
-18334.504	101.956	11.727	4.558	16	ON	4.558	12.29	18.963	FD31_Asp_10.9_on_V010_thread_C4_0016_102spin	FD31_Asp_10.9_on_V010_thread_C4	-485.038
-18314.278	113.414	11.827	4.632	17	ON	4.632	12.675	18.998	FD31_Asp_10.9_on_V010_thread_U3_0017_113spin	FD31_Asp_10.9_on_V010_thread_U3	-464.812
-18402.46	129.496	11.747	4.526	17	ON	4.526	12.252	18.998	FD31_Asp_10.9_on_V010_thread_I4_0017_129spin	FD31_Asp_10.9_on_V010_thread_I4	-552.994
-18448.642	131.025	11.344	3.913	11	ON	3.913	11.679	18.793	FD31_Asp_10.9_on_V010_thread_N4_0011_131spin	FD31_Asp_10.9_on_V010_thread_N4	-599.176
-18327.06	148.629	11.599	4.333	22	ON	4.333	12.46	18.842	FD31_Asp_10.9_on_V010_thread_H4_0022_149spin	FD31_Asp_10.9_on_V010_thread_H4	-477.594
-18354.057	153.247	11.684	4.278	7	ON	4.278	12.174	19.065	FD31_Asp_10.9_on_V010_thread_T3_0007_153spin	FD31_Asp_10.9_on_V010_thread_T3	-504.591
