total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-31056.078	-105.029	28.534	5.679	23	ON	5.679	28.028	51.504	FD15_8.2_on_C104_thread_K4_0023_-105spin	FD15_8.2_on_C104_thread_K4	-1.149
-31055.974	-77.977	27.804	5.938	1	ON	5.938	27.18	50.048	FD15_8.2_on_C104_thread_U1_0001_-78spin	FD15_8.2_on_C104_thread_U1	-1.045
-31055.759	-110.6	26.467	6.567	14	ON	6.567	26.703	47.381	FD15_8.2_on_C104_thread_D2_0014_-111spin	FD15_8.2_on_C104_thread_D2	-0.83
-31055.759	-110.781	27.483	6.346	12	ON	6.346	27.439	49.268	FD15_8.2_on_C104_thread_T1_0012_-111spin	FD15_8.2_on_C104_thread_T1	-0.83
-31055.73	-2.2	28.198	6.891	10	ON	6.891	27.579	49.994	FD15_8.2_on_C104_thread_A2_0010_-2spin	FD15_8.2_on_C104_thread_A2	-0.801
-31055.708	158.137	25.74	6.55	4	ON	6.55	25.971	46.045	FD15_8.2_on_C104_thread_N3_0004_158spin	FD15_8.2_on_C104_thread_N3	-0.779
-31055.703	76.898	26.381	6.931	15	ON	6.931	26.625	46.806	FD15_8.2_on_C104_thread_T2_0015_77spin	FD15_8.2_on_C104_thread_T2	-0.774
-31055.575	85.142	25.722	4.947	9	ON	4.947	25.857	45.507	FD15_8.2_on_C104_thread_T2_0009_85spin	FD15_8.2_on_C104_thread_T2	-0.646
-31055.514	-88.977	23.648	6.377	8	ON	6.377	23.605	40.606	FD15_8.2_on_C104_thread_L4_0008_-89spin	FD15_8.2_on_C104_thread_L4	-0.585
-31055.49	47.128	25.784	7.316	29	ON	7.316	26.024	45.379	FD15_8.2_on_C104_thread_A3_0029_47spin	FD15_8.2_on_C104_thread_A3	-0.561
-31055.149	-174.651	27.204	6.931	16	ON	6.931	27.09	48.372	FD15_8.2_on_C104_thread_C4_0016_-175spin	FD15_8.2_on_C104_thread_C4	-0.22
-31055.097	-169.903	29.999	7.156	9	ON	7.156	29.937	53.434	FD15_8.2_on_C104_thread_L3_0009_-170spin	FD15_8.2_on_C104_thread_L3	-0.168
-31055.125	-157.59	27.722	7.035	10	ON	7.035	27.785	47.927	FD15_8.2_on_C104_thread_T1_0010_-158spin	FD15_8.2_on_C104_thread_T1	-0.196
-31055.125	-149.873	27.014	6.93	11	ON	6.93	26.905	46.47	FD15_8.2_on_C104_thread_M2_0011_-150spin	FD15_8.2_on_C104_thread_M2	-0.196
-31055.202	-139.916	21.255	8.418	2	ON	8.418	21.366	33.733	FD15_8.2_on_C104_thread_A4_0002_-140spin	FD15_8.2_on_C104_thread_A4	-0.273
-31055.187	-129.529	22.94	8.62	16	ON	8.62	23.16	36.44	FD15_8.2_on_C104_thread_G2_0016_-130spin	FD15_8.2_on_C104_thread_G2	-0.258
-31055.759	-110.6	26.467	6.567	14	ON	6.567	26.703	47.381	FD15_8.2_on_C104_thread_D2_0014_-111spin	FD15_8.2_on_C104_thread_D2	-0.83
-31056.078	-105.029	28.534	5.679	23	ON	5.679	28.028	51.504	FD15_8.2_on_C104_thread_K4_0023_-105spin	FD15_8.2_on_C104_thread_K4	-1.149
-31055.311	-90.019	28.356	6.879	3	ON	6.879	28.923	48.557	FD15_8.2_on_C104_thread_Z1_0003_-90spin	FD15_8.2_on_C104_thread_Z1	-0.382
