total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-18277.307	178.896	11.716	4.484	9	ON	4.484	12.946	18.761	FD31_Gln_Checker_11.9_on_V010_thread_V1_0009_179spin	FD31_Gln_Checker_11.9_on_V010_thread_V1	-357.053
-18271.822	179.19	11.937	4.914	30	ON	4.914	12.872	19.038	FD31_Gln_Checker_11.9_on_V010_thread_D4_0030_179spin	FD31_Gln_Checker_11.9_on_V010_thread_D4	-351.568
-18270.706	-45.2	11.672	4.187	10	ON	4.187	13.075	18.718	FD31_Gln_Checker_11.9_on_V010_thread_A4_0010_-45spin	FD31_Gln_Checker_11.9_on_V010_thread_A4	-350.452
-18270.104	135.85	11.924	4.776	22	ON	4.776	12.725	19.251	FD31_Gln_Checker_11.9_on_V010_thread_O4_0022_136spin	FD31_Gln_Checker_11.9_on_V010_thread_O4	-349.85
-18267.992	136.013	11.747	4.669	6	ON	4.669	12.454	19.069	FD31_Gln_Checker_11.9_on_V010_thread_N3_0006_136spin	FD31_Gln_Checker_11.9_on_V010_thread_N3	-347.738
-18266.947	135.424	11.848	4.541	27	ON	4.541	12.646	19.343	FD31_Gln_Checker_11.9_on_V010_thread_R2_0027_135spin	FD31_Gln_Checker_11.9_on_V010_thread_R2	-346.693
-18264.367	135.209	11.679	4.572	18	ON	4.572	12.523	18.933	FD31_Gln_Checker_11.9_on_V010_thread_A4_0018_135spin	FD31_Gln_Checker_11.9_on_V010_thread_A4	-344.113
-18263.088	135.782	11.991	4.902	13	ON	4.902	12.632	19.332	FD31_Gln_Checker_11.9_on_V010_thread_G2_0013_136spin	FD31_Gln_Checker_11.9_on_V010_thread_G2	-342.834
-18262.558	134.081	11.857	4.617	7	ON	4.617	12.355	19.379	FD31_Gln_Checker_11.9_on_V010_thread_Q3_0007_134spin	FD31_Gln_Checker_11.9_on_V010_thread_Q3	-342.304
-18258.445	179.618	11.425	3.715	30	ON	3.715	12.811	18.59	FD31_Gln_Checker_11.9_on_V010_thread_M2_0030_180spin	FD31_Gln_Checker_11.9_on_V010_thread_M2	-338.191
-18253.82	-179.814	12.013	4.609	5	ON	4.609	12.583	19.658	FD31_Gln_Checker_11.9_on_V010_thread_J3_0005_-180spin	FD31_Gln_Checker_11.9_on_V010_thread_J3	-333.566
-18165.335	-160.124	12.422	5.386	6	ON	5.386	13.499	19.434	FD31_Gln_Checker_11.9_on_V010_thread_W1_0006_-160spin	FD31_Gln_Checker_11.9_on_V010_thread_W1	-245.081
-18176.345	-154.136	12.15	4.881	27	ON	4.881	12.968	19.591	FD31_Gln_Checker_11.9_on_V010_thread_I4_0027_-154spin	FD31_Gln_Checker_11.9_on_V010_thread_I4	-256.091
-18172.897	-142.645	12.126	4.939	23	ON	4.939	13.129	19.347	FD31_Gln_Checker_11.9_on_V010_thread_V4_0023_-143spin	FD31_Gln_Checker_11.9_on_V010_thread_V4	-252.643
-18221.775	-136.555	11.949	4.517	5	ON	4.517	12.373	19.643	FD31_Gln_Checker_11.9_on_V010_thread_L1_0005_-137spin	FD31_Gln_Checker_11.9_on_V010_thread_L1	-301.521
-18168.756	-121.912	12.308	5.255	4	ON	5.255	13.1	19.534	FD31_Gln_Checker_11.9_on_V010_thread_H4_0004_-122spin	FD31_Gln_Checker_11.9_on_V010_thread_H4	-248.502
-18187.652	-117.901	12.13	5.02	18	ON	5.02	12.885	19.452	FD31_Gln_Checker_11.9_on_V010_thread_J1_0018_-118spin	FD31_Gln_Checker_11.9_on_V010_thread_J1	-267.398
-18151.948	-106.956	12.469	5.364	5	ON	5.364	13.272	19.752	FD31_Gln_Checker_11.9_on_V010_thread_Z1_0005_-107spin	FD31_Gln_Checker_11.9_on_V010_thread_Z1	-231.694
-18170.249	-92.159	12.383	5.238	2	ON	5.238	13.151	19.732	FD31_Gln_Checker_11.9_on_V010_thread_B1_0002_-92spin	FD31_Gln_Checker_11.9_on_V010_thread_B1	-249.995
-18173.613	-89.243	12.174	5.155	9	ON	5.155	13.102	19.266	FD31_Gln_Checker_11.9_on_V010_thread_A1_0009_-89spin	FD31_Gln_Checker_11.9_on_V010_thread_A1	-253.359
-18179.296	-76.147	12.193	4.847	16	ON	4.847	12.93	19.758	FD31_Gln_Checker_11.9_on_V010_thread_B2_0016_-76spin	FD31_Gln_Checker_11.9_on_V010_thread_B2	-259.042
-18171.184	-64.238	12.351	4.828	9	ON	4.828	12.684	20.141	FD31_Gln_Checker_11.9_on_V010_thread_L1_0009_-64spin	FD31_Gln_Checker_11.9_on_V010_thread_L1	-250.93
-18186.464	-50.332	12.26	5.108	21	ON	5.108	12.954	19.654	FD31_Gln_Checker_11.9_on_V010_thread_Q4_0021_-50spin	FD31_Gln_Checker_11.9_on_V010_thread_Q4	-266.21
-18270.706	-45.2	11.672	4.187	10	ON	4.187	13.075	18.718	FD31_Gln_Checker_11.9_on_V010_thread_A4_0010_-45spin	FD31_Gln_Checker_11.9_on_V010_thread_A4	-350.452
-18191.042	-39.919	12.398	4.728	21	ON	4.728	13.81	19.313	FD31_Gln_Checker_11.9_on_V010_thread_O3_0021_-40spin	FD31_Gln_Checker_11.9_on_V010_thread_O3	-270.788
-18179.055	-26.712	12.229	5.18	7	ON	5.18	13.021	19.451	FD31_Gln_Checker_11.9_on_V010_thread_O3_0007_-27spin	FD31_Gln_Checker_11.9_on_V010_thread_O3	-258.801
-18182.22	-17.239	12.208	5.109	2	ON	5.109	13.262	19.285	FD31_Gln_Checker_11.9_on_V010_thread_K4_0002_-17spin	FD31_Gln_Checker_11.9_on_V010_thread_K4	-261.966
-18248.483	-0.612	11.909	4.816	18	ON	4.816	13.168	18.72	FD31_Gln_Checker_11.9_on_V010_thread_U3_0018_-1spin	FD31_Gln_Checker_11.9_on_V010_thread_U3	-328.229
-18232.674	0.265	12.22	4.792	7	ON	4.792	12.502	19.947	FD31_Gln_Checker_11.9_on_V010_thread_Y2_0007_0spin	FD31_Gln_Checker_11.9_on_V010_thread_Y2	-312.42
-18175.35	19.531	12.33	5.191	30	ON	5.191	13.172	19.618	FD31_Gln_Checker_11.9_on_V010_thread_V2_0030_20spin	FD31_Gln_Checker_11.9_on_V010_thread_V2	-255.096
-18161.464	20.082	11.989	4.787	29	ON	4.787	12.912	19.26	FD31_Gln_Checker_11.9_on_V010_thread_A2_0029_20spin	FD31_Gln_Checker_11.9_on_V010_thread_A2	-241.21
-18174.35	30.676	12.345	5.136	4	ON	5.136	13.071	19.79	FD31_Gln_Checker_11.9_on_V010_thread_S1_0004_31spin	FD31_Gln_Checker_11.9_on_V010_thread_S1	-254.096
-18213.912	45.48	12.225	5.213	2	ON	5.213	13.184	19.288	FD31_Gln_Checker_11.9_on_V010_thread_P2_0002_45spin	FD31_Gln_Checker_11.9_on_V010_thread_P2	-293.658
-18184.832	58.296	12.101	4.829	11	ON	4.829	13.459	18.935	FD31_Gln_Checker_11.9_on_V010_thread_V3_0011_58spin	FD31_Gln_Checker_11.9_on_V010_thread_V3	-264.578
-18190.853	65.502	12.412	5.239	16	ON	5.239	12.985	19.852	FD31_Gln_Checker_11.9_on_V010_thread_E4_0016_66spin	FD31_Gln_Checker_11.9_on_V010_thread_E4	-270.599
-18171.541	72.182	12.307	5.166	25	ON	5.166	13.055	19.667	FD31_Gln_Checker_11.9_on_V010_thread_T4_0025_72spin	FD31_Gln_Checker_11.9_on_V010_thread_T4	-251.287
-18167.369	86.078	12.148	5.017	2	ON	5.017	13.013	19.395	FD31_Gln_Checker_11.9_on_V010_thread_T1_0002_86spin	FD31_Gln_Checker_11.9_on_V010_thread_T1	-247.115
-18159.824	90.526	12.237	4.814	6	ON	4.814	13.601	19.031	FD31_Gln_Checker_11.9_on_V010_thread_I1_0006_91spin	FD31_Gln_Checker_11.9_on_V010_thread_I1	-239.57
-18171.408	101.639	12.194	5.066	21	ON	5.066	12.948	19.52	FD31_Gln_Checker_11.9_on_V010_thread_B3_0021_102spin	FD31_Gln_Checker_11.9_on_V010_thread_B3	-251.154
-18207.723	118.864	11.859	4.815	30	ON	4.815	12.809	18.962	FD31_Gln_Checker_11.9_on_V010_thread_M1_0030_119spin	FD31_Gln_Checker_11.9_on_V010_thread_M1	-287.469
-18193.619	120.727	11.765	4.577	21	ON	4.577	12.887	18.901	FD31_Gln_Checker_11.9_on_V010_thread_N2_0021_121spin	FD31_Gln_Checker_11.9_on_V010_thread_N2	-273.365
-18270.104	135.85	11.924	4.776	22	ON	4.776	12.725	19.251	FD31_Gln_Checker_11.9_on_V010_thread_O4_0022_136spin	FD31_Gln_Checker_11.9_on_V010_thread_O4	-349.85
-18199.878	140.915	12.258	5.121	2	ON	5.121	12.855	19.654	FD31_Gln_Checker_11.9_on_V010_thread_U1_0002_141spin	FD31_Gln_Checker_11.9_on_V010_thread_U1	-279.624
-18187.731	158.704	12.231	5.145	25	ON	5.145	13.447	19.074	FD31_Gln_Checker_11.9_on_V010_thread_H1_0025_159spin	FD31_Gln_Checker_11.9_on_V010_thread_H1	-267.477
-18182.621	162.33	12.014	4.794	4	ON	4.794	13.291	18.881	FD31_Gln_Checker_11.9_on_V010_thread_J2_0004_162spin	FD31_Gln_Checker_11.9_on_V010_thread_J2	-262.367
-18277.307	178.896	11.716	4.484	9	ON	4.484	12.946	18.761	FD31_Gln_Checker_11.9_on_V010_thread_V1_0009_179spin	FD31_Gln_Checker_11.9_on_V010_thread_V1	-357.053
