total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-25745.285	107.378	12.121	4.983	14	ON	4.983	13.137	19.15	FD31_12.1_on_C101_thread_B3_0014_107spin	FD31_12.1_on_C101_thread_B3	-203.026
-25744.087	151.031	12.107	4.898	8	ON	4.898	12.698	19.454	FD31_12.1_on_C101_thread_A1_0008_151spin	FD31_12.1_on_C101_thread_A1	-201.828
-25743.413	-179.561	12.162	5.005	6	ON	5.005	12.629	19.458	FD31_12.1_on_C101_thread_G1_0006_-180spin	FD31_12.1_on_C101_thread_G1	-201.154
-25742.873	151.614	12.25	5.261	12	ON	5.261	13.318	19.128	FD31_12.1_on_C101_thread_V4_0012_152spin	FD31_12.1_on_C101_thread_V4	-200.614
-25738.568	105.68	12.264	5.073	21	ON	5.073	12.865	19.59	FD31_12.1_on_C101_thread_D2_0021_106spin	FD31_12.1_on_C101_thread_D2	-196.309
-25736.183	179.92	12.372	4.95	18	ON	4.95	12.653	19.96	FD31_12.1_on_C101_thread_U2_0018_180spin	FD31_12.1_on_C101_thread_U2	-193.924
-25733.532	-179.455	12.241	4.832	12	ON	4.832	12.408	19.837	FD31_12.1_on_C101_thread_I3_0012_-179spin	FD31_12.1_on_C101_thread_I3	-191.273
-25731.358	-28.599	12.484	4.644	21	ON	4.644	12.687	20.456	FD31_12.1_on_C101_thread_P3_0021_-29spin	FD31_12.1_on_C101_thread_P3	-189.099
-25730.676	0.52	12.808	5.183	18	ON	5.183	13.015	20.588	FD31_12.1_on_C101_thread_J3_0018_1spin	FD31_12.1_on_C101_thread_J3	-188.417
-25729.776	-0.467	12.404	5.154	12	ON	5.154	12.905	19.791	FD31_12.1_on_C101_thread_U4_0012_0spin	FD31_12.1_on_C101_thread_U4	-187.517
-25743.413	-179.561	12.162	5.005	6	ON	5.005	12.629	19.458	FD31_12.1_on_C101_thread_G1_0006_-180spin	FD31_12.1_on_C101_thread_G1	-201.154
-25632.105	-160.491	12.726	5.633	4	ON	5.633	13.263	19.981	FD31_12.1_on_C101_thread_H4_0004_-160spin	FD31_12.1_on_C101_thread_H4	-89.846
-25720.567	-151.241	12.464	5.135	16	ON	5.135	12.94	19.939	FD31_12.1_on_C101_thread_Q2_0016_-151spin	FD31_12.1_on_C101_thread_Q2	-178.308
-25678.534	-149.936	12.669	5.736	22	ON	5.736	13.48	19.673	FD31_12.1_on_C101_thread_W3_0022_-150spin	FD31_12.1_on_C101_thread_W3	-136.275
-25627.273	-134.502	12.73	5.154	2	ON	5.154	12.835	20.469	FD31_12.1_on_C101_thread_D2_0002_-135spin	FD31_12.1_on_C101_thread_D2	-85.014
-25621.992	-120.548	12.793	5.417	12	ON	5.417	13.056	20.306	FD31_12.1_on_C101_thread_S1_0012_-121spin	FD31_12.1_on_C101_thread_S1	-79.733
-25678.666	-110.513	12.839	5.307	22	ON	5.307	13.137	20.522	FD31_12.1_on_C101_thread_X1_0022_-111spin	FD31_12.1_on_C101_thread_X1	-136.407
-25723.27	-104.885	12.295	5.262	23	ON	5.262	12.901	19.48	FD31_12.1_on_C101_thread_D1_0023_-105spin	FD31_12.1_on_C101_thread_D1	-181.011
-25693.567	-94.301	12.357	4.592	3	ON	4.592	12.452	20.317	FD31_12.1_on_C101_thread_D2_0003_-94spin	FD31_12.1_on_C101_thread_D2	-151.308
-25724.253	-80.157	12.234	4.813	13	ON	4.813	12.607	19.816	FD31_12.1_on_C101_thread_D1_0013_-80spin	FD31_12.1_on_C101_thread_D1	-181.994
-25728.067	-78.712	12.347	5.089	5	ON	5.089	12.826	19.741	FD31_12.1_on_C101_thread_D3_0005_-79spin	FD31_12.1_on_C101_thread_D3	-185.808
-25697.508	-68.875	12.378	4.638	4	ON	4.638	13.461	20.025	FD31_12.1_on_C101_thread_X1_0004_-69spin	FD31_12.1_on_C101_thread_X1	-155.249
-25627.729	-59.551	12.65	5.395	8	ON	5.395	13.091	20.037	FD31_12.1_on_C101_thread_O1_0008_-60spin	FD31_12.1_on_C101_thread_O1	-85.47
-25630.884	-44.769	12.899	5.404	26	ON	5.404	13.025	20.537	FD31_12.1_on_C101_thread_H1_0026_-45spin	FD31_12.1_on_C101_thread_H1	-88.625
-25712.758	-30.103	12.374	4.752	21	ON	4.752	12.492	20.174	FD31_12.1_on_C101_thread_S4_0021_-30spin	FD31_12.1_on_C101_thread_S4	-170.499
-25731.358	-28.599	12.484	4.644	21	ON	4.644	12.687	20.456	FD31_12.1_on_C101_thread_P3_0021_-29spin	FD31_12.1_on_C101_thread_P3	-189.099
-25616.218	-11.611	12.861	5.41	23	ON	5.41	13.065	20.461	FD31_12.1_on_C101_thread_I1_0023_-12spin	FD31_12.1_on_C101_thread_I1	-73.959
-25729.776	-0.467	12.404	5.154	12	ON	5.154	12.905	19.791	FD31_12.1_on_C101_thread_U4_0012_0spin	FD31_12.1_on_C101_thread_U4	-187.517
-25730.676	0.52	12.808	5.183	18	ON	5.183	13.015	20.588	FD31_12.1_on_C101_thread_J3_0018_1spin	FD31_12.1_on_C101_thread_J3	-188.417
-25620.923	16.642	12.96	5.55	14	ON	5.55	13.233	20.54	FD31_12.1_on_C101_thread_P1_0014_17spin	FD31_12.1_on_C101_thread_P1	-78.664
-25718.762	29.451	12.521	5.048	27	ON	5.048	12.87	20.143	FD31_12.1_on_C101_thread_T1_0027_29spin	FD31_12.1_on_C101_thread_T1	-176.503
-25682.601	30.621	12.652	5.133	16	ON	5.133	13.294	20.267	FD31_12.1_on_C101_thread_U2_0016_31spin	FD31_12.1_on_C101_thread_U2	-140.342
-25626.542	45.68	12.625	5.726	21	ON	5.726	13.498	19.545	FD31_12.1_on_C101_thread_U1_0021_46spin	FD31_12.1_on_C101_thread_U1	-84.283
-25623.421	58.452	12.77	4.802	29	ON	4.802	12.882	20.974	FD31_12.1_on_C101_thread_L4_0029_58spin	FD31_12.1_on_C101_thread_L4	-81.162
-25678.112	68.811	12.828	5.182	12	ON	5.182	13.154	20.683	FD31_12.1_on_C101_thread_L3_0012_69spin	FD31_12.1_on_C101_thread_L3	-135.853
-25718.063	73.086	12.574	5.036	21	ON	5.036	12.69	20.264	FD31_12.1_on_C101_thread_U2_0021_73spin	FD31_12.1_on_C101_thread_U2	-175.804
-25724.527	87.606	12.263	4.633	21	ON	4.633	13.068	19.947	FD31_12.1_on_C101_thread_E1_0021_88spin	FD31_12.1_on_C101_thread_E1	-182.268
-25728.086	99.944	12.441	4.888	27	ON	4.888	12.904	20.116	FD31_12.1_on_C101_thread_F4_0027_100spin	FD31_12.1_on_C101_thread_F4	-185.827
-25745.285	107.378	12.121	4.983	14	ON	4.983	13.137	19.15	FD31_12.1_on_C101_thread_B3_0014_107spin	FD31_12.1_on_C101_thread_B3	-203.026
-25679.301	111.517	12.721	4.865	28	ON	4.865	12.981	20.832	FD31_12.1_on_C101_thread_Z3_0028_112spin	FD31_12.1_on_C101_thread_Z3	-137.042
-25629.822	120.197	12.845	5.384	1	ON	5.384	13.09	20.475	FD31_12.1_on_C101_thread_Q1_0001_120spin	FD31_12.1_on_C101_thread_Q1	-87.563
