total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-25488.917	38.247	10.485	3.851	2	ON	3.851	10.421	17.014	DHR49_neg_9.8_on_C101_thread_G1_0002_38spin	DHR49_neg_9.8_on_C101_thread_G1	-295.833
-25483.453	38.288	10.302	3.741	30	ON	3.741	10.458	16.775	DHR49_neg_9.8_on_C101_thread_P4_0030_38spin	DHR49_neg_9.8_on_C101_thread_P4	-290.369
-25479.487	-0.465	10.446	3.986	24	ON	3.986	10.48	17.093	DHR49_neg_9.8_on_C101_thread_D1_0024_0spin	DHR49_neg_9.8_on_C101_thread_D1	-286.403
-25477.452	38.546	10.429	3.768	28	ON	3.768	10.383	17.026	DHR49_neg_9.8_on_C101_thread_S1_0028_39spin	DHR49_neg_9.8_on_C101_thread_S1	-284.368
-25475.838	37.95	10.418	3.864	6	ON	3.864	10.412	16.836	DHR49_neg_9.8_on_C101_thread_H2_0006_38spin	DHR49_neg_9.8_on_C101_thread_H2	-282.754
-25475.824	179.827	10.715	4.206	24	ON	4.206	10.741	17.405	DHR49_neg_9.8_on_C101_thread_T1_0024_180spin	DHR49_neg_9.8_on_C101_thread_T1	-282.74
-25472.388	179.638	10.749	4.291	21	ON	4.291	10.783	17.391	DHR49_neg_9.8_on_C101_thread_D2_0021_180spin	DHR49_neg_9.8_on_C101_thread_D2	-279.304
-25472.109	179.219	10.852	4.447	22	ON	4.447	10.879	17.431	DHR49_neg_9.8_on_C101_thread_L3_0022_179spin	DHR49_neg_9.8_on_C101_thread_L3	-279.025
-25470.405	179.74	10.752	4.348	20	ON	4.348	10.79	17.38	DHR49_neg_9.8_on_C101_thread_H2_0020_180spin	DHR49_neg_9.8_on_C101_thread_H2	-277.321
-25470.378	-0.225	10.36	3.903	1	ON	3.903	10.394	17.003	DHR49_neg_9.8_on_C101_thread_L1_0001_0spin	DHR49_neg_9.8_on_C101_thread_L1	-277.294
-25457.495	-179.207	10.63	4.131	11	ON	4.131	10.664	17.328	DHR49_neg_9.8_on_C101_thread_I1_0011_-179spin	DHR49_neg_9.8_on_C101_thread_I1	-264.411
-25297.288	-169.849	10.957	4.413	29	ON	4.413	10.966	17.438	DHR49_neg_9.8_on_C101_thread_X1_0029_-170spin	DHR49_neg_9.8_on_C101_thread_X1	-104.204
-25298.957	-153.286	10.917	4.46	7	ON	4.46	10.951	17.56	DHR49_neg_9.8_on_C101_thread_L4_0007_-153spin	DHR49_neg_9.8_on_C101_thread_L4	-105.873
-25470.374	-141.972	10.656	4.06	22	ON	4.06	10.63	17.339	DHR49_neg_9.8_on_C101_thread_A3_0022_-142spin	DHR49_neg_9.8_on_C101_thread_A3	-277.29
-25392.386	-139.102	10.521	3.448	24	ON	3.448	10.533	17.731	DHR49_neg_9.8_on_C101_thread_L3_0024_-139spin	DHR49_neg_9.8_on_C101_thread_L3	-199.302
-25303.935	-123.719	10.905	4.229	27	ON	4.229	10.909	17.503	DHR49_neg_9.8_on_C101_thread_D1_0027_-124spin	DHR49_neg_9.8_on_C101_thread_D1	-110.851
-25321.447	-113.412	10.985	4.527	4	ON	4.527	11.019	17.627	DHR49_neg_9.8_on_C101_thread_W3_0004_-113spin	DHR49_neg_9.8_on_C101_thread_W3	-128.363
-25303.428	-103.975	10.889	4.408	16	ON	4.408	10.921	17.537	DHR49_neg_9.8_on_C101_thread_N1_0016_-104spin	DHR49_neg_9.8_on_C101_thread_N1	-110.344
-25303.507	-96.112	10.973	4.405	12	ON	4.405	11.002	17.713	DHR49_neg_9.8_on_C101_thread_L1_0012_-96spin	DHR49_neg_9.8_on_C101_thread_L1	-110.423
-25312.088	-86.686	11.0	4.526	30	ON	4.526	11.031	17.636	DHR49_neg_9.8_on_C101_thread_D2_0030_-87spin	DHR49_neg_9.8_on_C101_thread_D2	-119.004
-25307.816	-74.686	10.827	4.17	18	ON	4.17	10.816	17.35	DHR49_neg_9.8_on_C101_thread_P1_0018_-75spin	DHR49_neg_9.8_on_C101_thread_P1	-114.732
-25343.84	-66.605	10.947	4.473	10	ON	4.473	10.984	17.644	DHR49_neg_9.8_on_C101_thread_O3_0010_-67spin	DHR49_neg_9.8_on_C101_thread_O3	-150.756
-25303.283	-50.487	10.859	4.437	28	ON	4.437	10.812	17.272	DHR49_neg_9.8_on_C101_thread_E4_0028_-50spin	DHR49_neg_9.8_on_C101_thread_E4	-110.199
-25361.409	-40.079	10.849	4.454	11	ON	4.454	10.878	17.446	DHR49_neg_9.8_on_C101_thread_Y2_0011_-40spin	DHR49_neg_9.8_on_C101_thread_Y2	-168.325
-25387.574	-37.542	10.648	4.147	9	ON	4.147	10.656	17.063	DHR49_neg_9.8_on_C101_thread_Q1_0009_-38spin	DHR49_neg_9.8_on_C101_thread_Q1	-194.49
-25305.09	-26.428	10.803	4.292	14	ON	4.292	10.764	17.371	DHR49_neg_9.8_on_C101_thread_D2_0014_-26spin	DHR49_neg_9.8_on_C101_thread_D2	-112.006
-25313.842	-13.921	10.868	4.378	12	ON	4.378	10.898	17.507	DHR49_neg_9.8_on_C101_thread_G3_0012_-14spin	DHR49_neg_9.8_on_C101_thread_G3	-120.758
-25479.487	-0.465	10.446	3.986	24	ON	3.986	10.48	17.093	DHR49_neg_9.8_on_C101_thread_D1_0024_0spin	DHR49_neg_9.8_on_C101_thread_D1	-286.403
