total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-19447.439	-89.396	11.846	4.424	21	ON	4.424	13.567	19.177	FD15_8.5_on_C110_thread_H1_0021_-89spin	FD15_8.5_on_C110_thread_H1	-48.893
-19439.219	-89.968	11.835	4.329	13	ON	4.329	13.571	19.217	FD15_8.5_on_C110_thread_V2_0013_-90spin	FD15_8.5_on_C110_thread_V2	-40.673
-19435.061	-89.219	12.041	4.579	29	ON	4.579	13.861	19.307	FD15_8.5_on_C110_thread_T2_0029_-89spin	FD15_8.5_on_C110_thread_T2	-36.515
-19433.098	-90.558	11.771	4.247	24	ON	4.247	13.615	18.959	FD15_8.5_on_C110_thread_M4_0024_-91spin	FD15_8.5_on_C110_thread_M4	-34.552
-19432.787	-1.673	11.639	4.246	28	ON	4.246	13.493	18.801	FD15_8.5_on_C110_thread_B2_0028_-2spin	FD15_8.5_on_C110_thread_B2	-34.241
-19432.312	-89.356	12.068	4.608	23	ON	4.608	13.925	19.113	FD15_8.5_on_C110_thread_H1_0023_-89spin	FD15_8.5_on_C110_thread_H1	-33.766
-19432.045	89.678	11.959	4.479	20	ON	4.479	13.742	19.202	FD15_8.5_on_C110_thread_D4_0020_90spin	FD15_8.5_on_C110_thread_D4	-33.499
-19426.796	90.724	12.089	4.391	27	ON	4.391	13.643	19.528	FD15_8.5_on_C110_thread_C2_0027_91spin	FD15_8.5_on_C110_thread_C2	-28.25
-19426.513	-0.831	11.711	4.216	20	ON	4.216	13.586	18.867	FD15_8.5_on_C110_thread_X2_0020_-1spin	FD15_8.5_on_C110_thread_X2	-27.967
-19426.408	89.348	11.988	4.412	5	ON	4.412	13.603	19.308	FD15_8.5_on_C110_thread_J5_0005_89spin	FD15_8.5_on_C110_thread_J5	-27.862
-19399.152	-177.49	24.978	6.037	23	ON	6.037	24.957	44.444	FD15_8.5_on_C110_thread_R1_0023_-177spin	FD15_8.5_on_C110_thread_R1	-0.606
-19399.056	-167.405	22.677	6.659	28	ON	6.659	22.634	38.437	FD15_8.5_on_C110_thread_A1_0028_-167spin	FD15_8.5_on_C110_thread_A1	-0.51
-19398.977	-150.76	31.247	4.655	10	ON	4.655	30.884	59.046	FD15_8.5_on_C110_thread_T5_0010_-151spin	FD15_8.5_on_C110_thread_T5	-0.431
-19399.317	-147.418	26.791	5.802	14	ON	5.802	26.911	45.802	FD15_8.5_on_C110_thread_F6_0014_-147spin	FD15_8.5_on_C110_thread_F6	-0.771
-19402.988	-134.909	11.971	4.52	19	ON	4.52	13.825	19.142	FD15_8.5_on_C110_thread_I6_0019_-135spin	FD15_8.5_on_C110_thread_I6	-4.442
-19398.978	-122.462	20.408	6.952	6	ON	6.952	20.534	33.973	FD15_8.5_on_C110_thread_H6_0006_-122spin	FD15_8.5_on_C110_thread_H6	-0.432
-19399.591	-119.708	26.04	5.157	18	ON	5.157	25.957	47.788	FD15_8.5_on_C110_thread_B4_0018_-120spin	FD15_8.5_on_C110_thread_B4	-1.045
-19399.216	-101.559	22.389	4.842	26	ON	4.842	22.343	40.296	FD15_8.5_on_C110_thread_Q4_0026_-102spin	FD15_8.5_on_C110_thread_Q4	-0.67
-19433.098	-90.558	11.771	4.247	24	ON	4.247	13.615	18.959	FD15_8.5_on_C110_thread_M4_0024_-91spin	FD15_8.5_on_C110_thread_M4	-34.552
-19447.439	-89.396	11.846	4.424	21	ON	4.424	13.567	19.177	FD15_8.5_on_C110_thread_H1_0021_-89spin	FD15_8.5_on_C110_thread_H1	-48.893
-19398.695	-77.707	29.378	5.444	1	ON	5.444	29.276	52.358	FD15_8.5_on_C110_thread_Z3_0001_-78spin	FD15_8.5_on_C110_thread_Z3	-0.149
-19398.827	-60.353	23.861	6.572	27	ON	6.572	23.97	42.416	FD15_8.5_on_C110_thread_I2_0027_-60spin	FD15_8.5_on_C110_thread_I2	-0.281
-19398.794	-51.338	22.695	7.253	22	ON	7.253	22.769	37.939	FD15_8.5_on_C110_thread_M6_0022_-51spin	FD15_8.5_on_C110_thread_M6	-0.248
-19399.187	-42.12	22.272	7.274	27	ON	7.274	22.284	37.017	FD15_8.5_on_C110_thread_N6_0027_-42spin	FD15_8.5_on_C110_thread_N6	-0.641
-19399.036	-33.86	24.608	6.681	29	ON	6.681	24.599	42.895	FD15_8.5_on_C110_thread_I1_0029_-34spin	FD15_8.5_on_C110_thread_I1	-0.49
-19399.249	-23.522	23.537	6.074	26	ON	6.074	23.373	41.731	FD15_8.5_on_C110_thread_C3_0026_-24spin	FD15_8.5_on_C110_thread_C3	-0.703
