total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-30799.444	130.067	25.067	7.422	24	ON	7.422	25.355	42.348	DHR49_neg_9.8_on_C104_thread_S3_0024_130spin	DHR49_neg_9.8_on_C104_thread_S3	-0.519
-30799.327	117.628	24.126	7.745	14	ON	7.745	24.385	39.671	DHR49_neg_9.8_on_C104_thread_P2_0014_118spin	DHR49_neg_9.8_on_C104_thread_P2	-0.402
-30799.27	-81.266	19.125	7.671	18	ON	7.671	19.161	30.3	DHR49_neg_9.8_on_C104_thread_E2_0018_-81spin	DHR49_neg_9.8_on_C104_thread_E2	-0.345
-30799.259	99.089	20.234	7.545	25	ON	7.545	20.238	32.474	DHR49_neg_9.8_on_C104_thread_I3_0025_99spin	DHR49_neg_9.8_on_C104_thread_I3	-0.334
-30799.258	143.69	21.904	7.977	1	ON	7.977	21.864	35.564	DHR49_neg_9.8_on_C104_thread_A4_0001_144spin	DHR49_neg_9.8_on_C104_thread_A4	-0.333
-30799.253	132.434	18.805	7.736	7	ON	7.736	18.757	29.694	DHR49_neg_9.8_on_C104_thread_S4_0007_132spin	DHR49_neg_9.8_on_C104_thread_S4	-0.328
-30799.24	141.133	23.142	8.094	1	ON	8.094	23.118	37.837	DHR49_neg_9.8_on_C104_thread_F4_0001_141spin	DHR49_neg_9.8_on_C104_thread_F4	-0.315
-30799.234	147.032	20.548	7.661	27	ON	7.661	20.466	33.184	DHR49_neg_9.8_on_C104_thread_G2_0027_147spin	DHR49_neg_9.8_on_C104_thread_G2	-0.309
-30799.227	-85.241	26.743	7.424	2	ON	7.424	26.479	45.094	DHR49_neg_9.8_on_C104_thread_K1_0002_-85spin	DHR49_neg_9.8_on_C104_thread_K1	-0.302
-30799.225	-77.475	20.082	7.853	22	ON	7.853	20.036	32.015	DHR49_neg_9.8_on_C104_thread_R4_0022_-77spin	DHR49_neg_9.8_on_C104_thread_R4	-0.3
-30799.057	-177.786	24.917	7.7	23	ON	7.7	24.814	42.181	DHR49_neg_9.8_on_C104_thread_P2_0023_-178spin	DHR49_neg_9.8_on_C104_thread_P2	-0.132
