total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-25513.393	-179.024	10.519	4.213	28	ON	4.213	10.568	17.106	DHR49_neg_10.6_on_C101_thread_H2_0028_-179spin	DHR49_neg_10.6_on_C101_thread_H2	-241.439
-25510.149	33.523	10.502	4.185	11	ON	4.185	10.511	16.925	DHR49_neg_10.6_on_C101_thread_M2_0011_34spin	DHR49_neg_10.6_on_C101_thread_M2	-238.195
-25509.116	0.008	10.467	3.717	9	ON	3.717	10.659	16.983	DHR49_neg_10.6_on_C101_thread_L4_0009_0spin	DHR49_neg_10.6_on_C101_thread_L4	-237.162
-25509.013	-179.436	10.744	4.043	8	ON	4.043	10.716	17.483	DHR49_neg_10.6_on_C101_thread_W3_0008_-179spin	DHR49_neg_10.6_on_C101_thread_W3	-237.059
-25507.677	-0.413	10.653	4.177	26	ON	4.177	10.698	17.437	DHR49_neg_10.6_on_C101_thread_W3_0026_0spin	DHR49_neg_10.6_on_C101_thread_W3	-235.723
-25507.474	34.512	10.772	4.444	24	ON	4.444	10.804	17.313	DHR49_neg_10.6_on_C101_thread_G4_0024_35spin	DHR49_neg_10.6_on_C101_thread_G4	-235.52
-25503.808	0.622	10.742	4.276	16	ON	4.276	10.796	17.407	DHR49_neg_10.6_on_C101_thread_W1_0016_1spin	DHR49_neg_10.6_on_C101_thread_W1	-231.854
-25502.863	-0.557	10.914	4.501	18	ON	4.501	10.953	17.591	DHR49_neg_10.6_on_C101_thread_U3_0018_-1spin	DHR49_neg_10.6_on_C101_thread_U3	-230.909
-25502.316	0.683	10.692	4.172	11	ON	4.172	10.796	17.551	DHR49_neg_10.6_on_C101_thread_S3_0011_1spin	DHR49_neg_10.6_on_C101_thread_S3	-230.362
-25500.446	33.738	10.587	4.269	2	ON	4.269	10.606	17.013	DHR49_neg_10.6_on_C101_thread_F3_0002_34spin	DHR49_neg_10.6_on_C101_thread_F3	-228.492
-25513.393	-179.024	10.519	4.213	28	ON	4.213	10.568	17.106	DHR49_neg_10.6_on_C101_thread_H2_0028_-179spin	DHR49_neg_10.6_on_C101_thread_H2	-241.439
-25360.598	-162.465	11.252	4.695	6	ON	4.695	11.329	18.198	DHR49_neg_10.6_on_C101_thread_Y1_0006_-162spin	DHR49_neg_10.6_on_C101_thread_Y1	-88.644
