total_score	spin	com_z	min_z	id_number	state	min_dist	med_dist	max_dist	name	thread	ddg
-19348.671	-135.37	10.962	3.727	28	ON	3.727	11.518	18.243	FD31_Asp_12.4_on_C110_thread_S1_0028_-135spin	FD31_Asp_12.4_on_C110_thread_S1	-30.559
-19345.457	44.065	10.741	3.708	2	ON	3.708	11.552	17.764	FD31_Asp_12.4_on_C110_thread_H2_0002_44spin	FD31_Asp_12.4_on_C110_thread_H2	-27.345
-19334.592	44.243	11.311	4.351	16	ON	4.351	11.904	18.435	FD31_Asp_12.4_on_C110_thread_W3_0016_44spin	FD31_Asp_12.4_on_C110_thread_W3	-16.48
-19334.562	44.559	11.45	4.115	23	ON	4.115	11.653	18.98	FD31_Asp_12.4_on_C110_thread_N1_0023_45spin	FD31_Asp_12.4_on_C110_thread_N1	-16.45
-19333.621	-135.953	11.413	3.701	5	ON	3.701	12.762	18.32	FD31_Asp_12.4_on_C110_thread_V4_0005_-136spin	FD31_Asp_12.4_on_C110_thread_V4	-15.509
-19333.268	44.748	11.405	4.314	24	ON	4.314	11.867	18.674	FD31_Asp_12.4_on_C110_thread_A3_0024_45spin	FD31_Asp_12.4_on_C110_thread_A3	-15.156
-19328.778	-106.36	11.37	3.453	1	ON	3.453	12.696	18.614	FD31_Asp_12.4_on_C110_thread_S2_0001_-106spin	FD31_Asp_12.4_on_C110_thread_S2	-10.666
-19328.346	-31.033	14.003	4.523	19	ON	4.523	13.924	23.868	FD31_Asp_12.4_on_C110_thread_P2_0019_-31spin	FD31_Asp_12.4_on_C110_thread_P2	-10.234
-19327.88	74.063	12.278	4.531	5	ON	4.531	12.54	20.071	FD31_Asp_12.4_on_C110_thread_D4_0005_74spin	FD31_Asp_12.4_on_C110_thread_D4	-9.768
-19327.593	-31.77	13.568	4.74	23	ON	4.74	13.15	22.703	FD31_Asp_12.4_on_C110_thread_G2_0023_-32spin	FD31_Asp_12.4_on_C110_thread_G2	-9.481
-19318.665	-173.796	21.095	6.29	14	ON	6.29	20.851	37.151	FD31_Asp_12.4_on_C110_thread_R2_0014_-174spin	FD31_Asp_12.4_on_C110_thread_R2	-0.553
-19323.612	-164.758	13.082	3.757	7	ON	3.757	13.72	21.597	FD31_Asp_12.4_on_C110_thread_F2_0007_-165spin	FD31_Asp_12.4_on_C110_thread_F2	-5.5
-19319.598	-156.455	21.695	6.228	14	ON	6.228	21.817	38.85	FD31_Asp_12.4_on_C110_thread_Y3_0014_-156spin	FD31_Asp_12.4_on_C110_thread_Y3	-1.486
-19318.476	-149.665	19.997	5.533	7	ON	5.533	19.942	35.655	FD31_Asp_12.4_on_C110_thread_K3_0007_-150spin	FD31_Asp_12.4_on_C110_thread_K3	-0.364
-19348.671	-135.37	10.962	3.727	28	ON	3.727	11.518	18.243	FD31_Asp_12.4_on_C110_thread_S1_0028_-135spin	FD31_Asp_12.4_on_C110_thread_S1	-30.559
-19319.504	-124.687	18.781	3.292	3	ON	3.292	18.734	33.379	FD31_Asp_12.4_on_C110_thread_N1_0003_-125spin	FD31_Asp_12.4_on_C110_thread_N1	-1.392
-19319.183	-119.06	20.581	3.841	17	ON	3.841	20.645	36.792	FD31_Asp_12.4_on_C110_thread_X3_0017_-119spin	FD31_Asp_12.4_on_C110_thread_X3	-1.071
-19328.778	-106.36	11.37	3.453	1	ON	3.453	12.696	18.614	FD31_Asp_12.4_on_C110_thread_S2_0001_-106spin	FD31_Asp_12.4_on_C110_thread_S2	-10.666
-19319.236	-95.681	19.134	3.986	19	ON	3.986	19.271	34.112	FD31_Asp_12.4_on_C110_thread_G2_0019_-96spin	FD31_Asp_12.4_on_C110_thread_G2	-1.124
-19318.816	-89.764	17.588	3.494	27	ON	3.494	17.581	30.312	FD31_Asp_12.4_on_C110_thread_E1_0027_-90spin	FD31_Asp_12.4_on_C110_thread_E1	-0.704
-19318.577	-77.427	21.53	5.732	7	ON	5.732	21.608	38.87	FD31_Asp_12.4_on_C110_thread_M1_0007_-77spin	FD31_Asp_12.4_on_C110_thread_M1	-0.465
-19318.61	-67.546	23.229	6.371	20	ON	6.371	22.785	41.047	FD31_Asp_12.4_on_C110_thread_T2_0020_-68spin	FD31_Asp_12.4_on_C110_thread_T2	-0.498
-19318.642	-57.345	23.067	6.948	28	ON	6.948	22.235	40.363	FD31_Asp_12.4_on_C110_thread_M3_0028_-57spin	FD31_Asp_12.4_on_C110_thread_M3	-0.53
-19318.943	-48.958	18.569	5.118	14	ON	5.118	18.666	33.152	FD31_Asp_12.4_on_C110_thread_Y2_0014_-49spin	FD31_Asp_12.4_on_C110_thread_Y2	-0.831
-19328.346	-31.033	14.003	4.523	19	ON	4.523	13.924	23.868	FD31_Asp_12.4_on_C110_thread_P2_0019_-31spin	FD31_Asp_12.4_on_C110_thread_P2	-10.234
-19319.261	-20.68	21.617	5.704	19	ON	5.704	21.699	39.169	FD31_Asp_12.4_on_C110_thread_F3_0019_-21spin	FD31_Asp_12.4_on_C110_thread_F3	-1.149
-19319.568	-11.784	22.498	5.645	8	ON	5.645	21.957	40.58	FD31_Asp_12.4_on_C110_thread_B1_0008_-12spin	FD31_Asp_12.4_on_C110_thread_B1	-1.456
-19318.579	-2.183	18.673	5.682	18	ON	5.682	18.669	32.502	FD31_Asp_12.4_on_C110_thread_T1_0018_-2spin	FD31_Asp_12.4_on_C110_thread_T1	-0.467
-19318.472	3.471	17.231	9.841	8	ON	9.841	17.441	24.82	FD31_Asp_12.4_on_C110_thread_A2_0008_3spin	FD31_Asp_12.4_on_C110_thread_A2	-0.36
-19319.325	10.873	20.677	4.584	24	ON	4.584	20.435	38.218	FD31_Asp_12.4_on_C110_thread_C1_0024_11spin	FD31_Asp_12.4_on_C110_thread_C1	-1.213
-19318.599	23.417	17.854	5.781	7	ON	5.781	17.794	30.462	FD31_Asp_12.4_on_C110_thread_C2_0007_23spin	FD31_Asp_12.4_on_C110_thread_C2	-0.487
-19318.588	39.438	21.416	4.336	24	ON	4.336	21.318	39.226	FD31_Asp_12.4_on_C110_thread_Q4_0024_39spin	FD31_Asp_12.4_on_C110_thread_Q4	-0.476
-19345.457	44.065	10.741	3.708	2	ON	3.708	11.552	17.764	FD31_Asp_12.4_on_C110_thread_H2_0002_44spin	FD31_Asp_12.4_on_C110_thread_H2	-27.345
-19318.923	53.609	20.58	4.136	7	ON	4.136	20.572	37.426	FD31_Asp_12.4_on_C110_thread_H2_0007_54spin	FD31_Asp_12.4_on_C110_thread_H2	-0.811
-19318.934	63.873	22.681	6.564	13	ON	6.564	22.454	40.284	FD31_Asp_12.4_on_C110_thread_Q1_0013_64spin	FD31_Asp_12.4_on_C110_thread_Q1	-0.822
-19327.88	74.063	12.278	4.531	5	ON	4.531	12.54	20.071	FD31_Asp_12.4_on_C110_thread_D4_0005_74spin	FD31_Asp_12.4_on_C110_thread_D4	-9.768
-19319.508	81.182	18.575	3.606	16	ON	3.606	18.725	33.29	FD31_Asp_12.4_on_C110_thread_M3_0016_81spin	FD31_Asp_12.4_on_C110_thread_M3	-1.396
-19318.925	96.02	18.576	5.814	26	ON	5.814	18.594	32.204	FD31_Asp_12.4_on_C110_thread_K4_0026_96spin	FD31_Asp_12.4_on_C110_thread_K4	-0.813
-19318.745	100.941	20.744	6.147	18	ON	6.147	21.007	36.8	FD31_Asp_12.4_on_C110_thread_V1_0018_101spin	FD31_Asp_12.4_on_C110_thread_V1	-0.633
-19318.641	117.099	16.572	5.975	30	ON	5.975	16.759	27.033	FD31_Asp_12.4_on_C110_thread_V4_0030_117spin	FD31_Asp_12.4_on_C110_thread_V4	-0.529
-19323.107	128.346	15.577	5.171	18	ON	5.171	15.574	26.208	FD31_Asp_12.4_on_C110_thread_B1_0018_128spin	FD31_Asp_12.4_on_C110_thread_B1	-4.995
-19318.891	138.862	21.426	5.231	30	ON	5.231	21.396	39.095	FD31_Asp_12.4_on_C110_thread_K3_0030_139spin	FD31_Asp_12.4_on_C110_thread_K3	-0.779
-19325.052	149.564	13.136	4.602	10	ON	4.602	12.6	21.964	FD31_Asp_12.4_on_C110_thread_A2_0010_150spin	FD31_Asp_12.4_on_C110_thread_A2	-6.94
-19318.849	150.826	19.682	5.628	20	ON	5.628	19.637	34.879	FD31_Asp_12.4_on_C110_thread_S2_0020_151spin	FD31_Asp_12.4_on_C110_thread_S2	-0.737
-19318.662	160.629	20.97	5.495	24	ON	5.495	20.915	37.746	FD31_Asp_12.4_on_C110_thread_I2_0024_161spin	FD31_Asp_12.4_on_C110_thread_I2	-0.55
-19318.508	173.087	18.663	6.0	15	ON	6.0	18.514	32.162	FD31_Asp_12.4_on_C110_thread_T3_0015_173spin	FD31_Asp_12.4_on_C110_thread_T3	-0.396
